id,category,sentence
4339,comparative,"Hypsibius exemplaris is a herbivore, whereas Hippocampus abdominalis is a carnivore."
4340,comparative,"Strongylocentrotus purpuratus is a herbivore, whereas Latimeria chalumnae is a carnivore."
4341,comparative,"In contrast to the endothermic Osphranter rufus, Crocodylus niloticus is ectothermic."
4342,traits,Researchers studying Ophiophagus hannah have noted that it detects chemical cues using its forked tongue and the vomeronasal organ.
4343,summary,"The green hydra is a ectothermic member of the class Hydrozoa whose circulatory system is absent, with a gastrovascular cavity."
4344,comparative,"Danaus plexippus belongs to the phylum Arthropoda, while Lumbricus terrestris belongs to the phylum Annelida."
4345,concepts,"Compound eyes consist of many ommatidia, each with its own lens."
4346,comparative,"In contrast to the ectothermic Schistocerca gregaria, Carcharodon carcharias is regionally endothermic."
4347,comparative,"Rhinella marina excretes nitrogen mainly as urea as an adult, whereas Myotis lucifugus excretes it mainly as urea."
4348,concepts,"As a general principle, camera-type eyes evolved independently in vertebrates and cephalopods."
4349,comparative,"Varanus komodoensis has bilateral symmetry, whereas Cornu aspersum has asymmetrical due to torsion and coiling symmetry."
4350,comparative,"Unlike Tursiops truncatus, which is endothermic, Lithobates catesbeianus is ectothermic."
4351,comparative,"Unlike Aptenodytes forsteri, which is endothermic, Danio rerio is ectothermic."
4352,comparative,"Balaenoptera musculus exchanges gases through lungs, whereas Latimeria chalumnae uses gills."
4353,traits,Researchers studying Acropora cervicornis have noted that coral bleaching occurs when heat stress disrupts its symbiosis with algae.
4354,comparative,"Unlike Cornu aspersum, which is a herbivore, Pan troglodytes is an omnivore."
4355,concepts,"In animal biology, annelids are segmented worms with a true coelom."
4356,comparative,"Mytilus edulis has a circulatory system that is open, whereas that of Strongylocentrotus purpuratus is a water vascular system."
4357,comparative,"In contrast to the ectothermic Salmo salar, Mus musculus is endothermic."
4358,taxonomy,The scientific name of the West Indian Ocean coelacanth is Latimeria chalumnae.
4359,comparative,"Falco peregrinus is endothermic, whereas Latimeria chalumnae is ectothermic."
4360,traits,A notable feature of the peregrine falcon is that a notched tomial tooth on its beak helps sever the spinal cord of prey.
4361,comparative,"Mytilus edulis excretes nitrogen mainly as ammonia, whereas Loxodonta africana excretes it mainly as urea."
4362,comparative,"While Euplectella aspergillum is a filter feeder, Strongylocentrotus purpuratus is a herbivore."
4363,comparative,"Unlike Hydra viridissima, which respires through diffusion across the body surface, Mus musculus respires through lungs."
4364,taxonomy,Aptenodytes forsteri is placed in the order Sphenisciformes.
4365,comparative,"Cornu aspersum excretes nitrogen mainly as ammonia and uric acid, whereas Aurelia aurita excretes it mainly as ammonia."
4366,comparative,"In contrast to the ectothermic Drosophila melanogaster, Balaenoptera musculus is endothermic."
4367,taxonomy,Ophiophagus hannah is placed in the order Squamata.
4368,comparative,"In contrast to the ectothermic Iguana iguana, Loxodonta africana is endothermic."
4369,comparative,"Giraffa camelopardalis has bilateral symmetry, whereas Cornu aspersum has asymmetrical due to torsion and coiling symmetry."
4370,comparative,"While Varanus komodoensis is a carnivore, Balaenoptera musculus is a filter-feeding carnivore."
4371,comparative,"Varanus komodoensis excretes nitrogen mainly as uric acid, whereas Asterias rubens excretes it mainly as ammonia."
4372,comparative,"Panthera leo exchanges gases through lungs, whereas Danaus plexippus uses a tracheal system."
4373,comparative,"Unlike Canis lupus, which is endothermic, Carcharodon carcharias is regionally endothermic."
4374,comparative,"Unlike Lumbricus terrestris, which excretes ammonia and urea, Osphranter rufus excretes urea."
4375,reproduction,"The reproductive mode of Hirudo medicinalis can be described as oviparous, as a hermaphrodite."
4376,comparative,"Unlike Salmo salar, whose circulatory system is closed, Danaus plexippus has a circulatory system that is open."
4377,comparative,"Acropora cervicornis exchanges gases through diffusion across the body surface, whereas Homarus americanus uses gills."
4378,comparative,"In contrast to the ectothermic Octopus vulgaris, Gallus gallus is endothermic."
4379,comparative,"While Tursiops truncatus is a carnivore, Homarus americanus is a scavenger and predator."
4380,comparative,"Unlike Myotis lucifugus, which excretes urea, Petromyzon marinus excretes ammonia."
4381,comparative,"Unlike Ursus maritimus, which is a carnivore, Drosophila melanogaster is a saprophage."
4382,taxonomy,The common ostrich belongs to the phylum Chordata.
4383,comparative,"Unlike Rhinella marina, which is ectothermic, Ursus maritimus is endothermic."
4384,comparative,"Acropora cervicornis excretes nitrogen mainly as ammonia, whereas Falco peregrinus excretes it mainly as uric acid."
4385,physiology,"The circulatory system of the West Indian Ocean coelacanth is closed, with a two-chambered heart."
4386,comparative,"Unlike Apis mellifera, which is a herbivore, Ambystoma mexicanum is a carnivore."
4387,comparative,"Panthera leo has a circulatory system that is closed, whereas that of Danaus plexippus is open."
4388,comparative,"Unlike Octopus vulgaris, which excretes ammonia, Crocodylus niloticus excretes ammonia and uric acid."
4389,reproduction,"Reproduction in the monarch butterfly is oviparous, with complete metamorphosis."
4390,comparative,"Salmo salar is a carnivore, whereas Apis mellifera is a herbivore."
4391,comparative,"Euplectella aspergillum is a filter feeder, whereas Ambystoma mexicanum is a carnivore."
4392,comparative,"Aurelia aurita belongs to the phylum Cnidaria, while Petromyzon marinus belongs to the phylum Chordata."
4393,comparative,"Giraffa camelopardalis excretes nitrogen mainly as urea, whereas Struthio camelus excretes it mainly as uric acid."
4394,traits,Researchers studying Myotis lucifugus have noted that its wing is a patagium stretched between elongated finger bones.
4395,comparative,"In contrast to the endothermic Falco peregrinus, Hydra viridissima is ectothermic."
4396,comparative,"While Iguana iguana is a herbivore, Canis lupus is a carnivore."
4397,comparative,"Unlike Danaus plexippus, which is ectothermic, Osphranter rufus is endothermic."
4398,comparative,"Giraffa camelopardalis is a herbivore, whereas Myotis lucifugus is an insectivore."
4399,taxonomy,Lithobates catesbeianus is classified in the class Amphibia.
4400,comparative,"Homarus americanus has a circulatory system that is open, whereas that of Lumbricus terrestris is closed."
4401,physiology,Schmidtea mediterranea eliminates nitrogen primarily as ammonia.
4402,comparative,"Caenorhabditis elegans exchanges gases through diffusion across the cuticle, whereas Tyto alba uses lungs with air sacs."
4403,comparative,"Unlike Asterias rubens, which excretes ammonia, Varanus komodoensis excretes uric acid."
4404,comparative,"Unlike Asterias rubens, which respires through tube feet and dermal branchiae, Limulus polyphemus respires through book gills."
4405,comparative,"Acropora cervicornis exchanges gases through diffusion across the body surface, whereas Danio rerio uses gills."
4406,traits,A notable feature of the polar bear is that its guard hairs are hollow and its skin beneath the fur is black.
4407,comparative,"Unlike Octopus vulgaris, which is ectothermic, Ornithorhynchus anatinus is endothermic."
4408,comparative,"Balaenoptera musculus is endothermic, whereas Schistocerca gregaria is ectothermic."
4409,traits,A notable feature of the zebrafish is that its transparent embryos make it a model organism for developmental biology.
4410,comparative,"Asterias rubens excretes nitrogen mainly as ammonia, whereas Ursus maritimus excretes it mainly as urea."
4411,comparative,"Strongylocentrotus purpuratus has pentaradial as an adult and bilateral as a larva symmetry, whereas Loxodonta africana has bilateral symmetry."
4412,traits,"Regarding the American lobster, it grows by molting its chitinous exoskeleton."
4413,comparative,"Mus musculus is an omnivore, whereas Carcharodon carcharias is a carnivore."
4414,comparative,"Unlike Strongylocentrotus purpuratus, which is ectothermic, Ornithorhynchus anatinus is endothermic."
4415,comparative,"Iguana iguana is ectothermic, whereas Struthio camelus is endothermic."
4416,comparative,"Pan troglodytes excretes nitrogen mainly as urea, whereas Mytilus edulis excretes it mainly as ammonia."
4417,comparative,"While Petromyzon marinus is a parasite, Ophiophagus hannah is a carnivore."
4418,comparative,"Unlike Hypsibius exemplaris, whose circulatory system is open, Tursiops truncatus has a circulatory system that is closed."
4419,comparative,"Acropora cervicornis is a mixotroph, whereas Drosophila melanogaster is a saprophage."
4420,comparative,"Unlike Myotis lucifugus, which is endothermic, Limulus polyphemus is ectothermic."
4421,comparative,"Cornu aspersum is a herbivore, whereas Ambystoma mexicanum is a carnivore."
4422,comparative,"Unlike Drosophila melanogaster, which is a saprophage, Salmo salar is a carnivore."
4423,comparative,"In contrast to the ectothermic Limulus polyphemus, Giraffa camelopardalis is endothermic."
4424,taxonomy,"Taxonomically, the zebrafish (Danio rerio) is a member of the phylum Chordata, class Actinopterygii, and order Cypriniformes."
4425,comparative,"Unlike Mus musculus, which is endothermic, Asterias rubens is ectothermic."
4426,summary,"Danio rerio, commonly known as the zebrafish, is an omnivore of the class Actinopterygii that respires using gills."
4427,comparative,"Architeuthis dux is ectothermic, whereas Carcharodon carcharias is regionally endothermic."
4428,comparative,"Asterias rubens has a circulatory system that is a water vascular system and a reduced hemal system, whereas that of Pan troglodytes is closed."
4429,comparative,"Unlike Mus musculus, whose circulatory system is closed, Homarus americanus has a circulatory system that is open."
4430,comparative,"Petromyzon marinus excretes nitrogen mainly as ammonia, whereas Danaus plexippus excretes it mainly as uric acid."
4431,concepts,"From a zoological perspective, ovoviviparous animals retain eggs within the body until they hatch."
4432,concepts,"In comparative physiology, neural crest cells are a vertebrate innovation that give rise to many cell types, including pigment cells and parts of the skull."
4433,concepts,"In comparative physiology, parthenogenesis is the development of an embryo from an unfertilized egg."
4434,comparative,"Unlike Tursiops truncatus, which is a carnivore, Danaus plexippus is a herbivore."
4435,comparative,"Unlike Cornu aspersum, which is a herbivore, Archilochus colubris is a nectarivore."
4436,traits,Researchers studying Petromyzon marinus have noted that it has a notochord that persists throughout life.
4437,comparative,"Archilochus colubris belongs to the phylum Chordata, while Cornu aspersum belongs to the phylum Mollusca."
4438,concepts,"In comparative physiology, Malpighian tubules remove nitrogenous wastes from the hemolymph of insects."
4439,comparative,"Ambystoma mexicanum has a circulatory system that is closed, whereas that of Mytilus edulis is open."
4440,comparative,"Unlike Limulus polyphemus, whose circulatory system is open, Salmo salar has a circulatory system that is closed."
4441,comparative,"Acropora cervicornis has radial symmetry, whereas Strongylocentrotus purpuratus has pentaradial as an adult and bilateral as a larva symmetry."
4442,comparative,"Hydra viridissima excretes nitrogen mainly as ammonia, whereas Ornithorhynchus anatinus excretes it mainly as urea."
4443,comparative,"Hippocampus abdominalis belongs to the phylum Chordata, while Schistocerca gregaria belongs to the phylum Arthropoda."
4444,comparative,"Mus musculus exchanges gases through lungs, whereas Mytilus edulis uses gills."
4445,reproduction,"The reproductive mode of Giraffa camelopardalis can be described as viviparous, with a gestation period of about 15 months."
4446,comparative,"Unlike Balaenoptera musculus, which is a filter-feeding carnivore, Petromyzon marinus is a parasite."
4447,comparative,"Unlike Latrodectus mactans, which is a carnivore, Euplectella aspergillum is a filter feeder."
4448,comparative,"Strongylocentrotus purpuratus has pentaradial as an adult and bilateral as a larva symmetry, whereas Carcharodon carcharias has bilateral symmetry."
4449,ecology,The typical habitat of Giraffa camelopardalis is savanna and open woodland.
4450,comparative,"Unlike Latimeria chalumnae, which excretes urea, Danaus plexippus excretes uric acid."
4451,traits,A notable feature of the garden snail is that it can aestivate by sealing its shell opening with a dried mucus epiphragm.
4452,comparative,"While Danaus plexippus is a herbivore, Mytilus edulis is a suspension feeder."
4453,comparative,"Acropora cervicornis is ectothermic, whereas Gallus gallus is endothermic."
4454,comparative,"Carcharodon carcharias is a carnivore, whereas Balaenoptera musculus is a filter-feeding carnivore."
4455,comparative,"Unlike Danaus plexippus, which respires through a tracheal system, Lithobates catesbeianus respires through lungs, skin, and buccal lining."
4456,comparative,"Unlike Danaus plexippus, whose circulatory system is open, Loxodonta africana has a circulatory system that is closed."
4457,comparative,"Unlike Canis lupus, which excretes urea, Strongylocentrotus purpuratus excretes ammonia."
4458,comparative,"While Acropora cervicornis is a mixotroph, Hypsibius exemplaris is a herbivore."
4459,comparative,"Unlike Caenorhabditis elegans, which excretes ammonia, Tursiops truncatus excretes urea."
4460,comparative,"Homarus americanus has a circulatory system that is open, whereas that of Tyto alba is closed."
4461,comparative,"Unlike Tursiops truncatus, which excretes urea, Ophiophagus hannah excretes uric acid."
4462,comparative,"Architeuthis dux excretes nitrogen mainly as ammonia, whereas Varanus komodoensis excretes it mainly as uric acid."
4463,comparative,"Unlike Cornu aspersum, which is a herbivore, Caenorhabditis elegans is a bacterivore."
4464,comparative,"Ursus maritimus is endothermic, whereas Mytilus edulis is ectothermic."
4465,ecology,The western honey bee is a herbivore that feeds on nectar and pollen.
4466,physiology,"With respect to thermoregulation, Myotis lucifugus is endothermic, with seasonal hibernation."
4467,taxonomy,"Taxonomically, the tardigrade (Hypsibius exemplaris) is a member of the phylum Tardigrada, class Eutardigrada, and order Parachela."
4468,comparative,"Drosophila melanogaster excretes nitrogen mainly as uric acid, whereas Asterias rubens excretes it mainly as ammonia."
4469,taxonomy,The scientific name of the American lobster is Homarus americanus.
4470,comparative,"Petromyzon marinus exchanges gases through gills, whereas Crocodylus niloticus uses lungs."
4471,comparative,"Unlike Latrodectus mactans, which excretes guanine and uric acid, Danio rerio excretes ammonia."
4472,physiology,Asterias rubens eliminates nitrogen primarily as ammonia.
4473,comparative,"Hydra viridissima has radial symmetry, whereas Hirudo medicinalis has bilateral symmetry."
4474,comparative,"In contrast to the ectothermic Latimeria chalumnae, Osphranter rufus is endothermic."
4475,comparative,"Unlike Falco peregrinus, which is a carnivore, Drosophila melanogaster is a saprophage."
4476,traits,A notable feature of the blue whale is that it uses baleen plates made of keratin to strain krill from engulfed seawater.
4477,comparative,"Tyto alba exchanges gases through lungs with air sacs, whereas Canis lupus uses lungs."
4478,comparative,"Schmidtea mediterranea is a carnivore, whereas Myotis lucifugus is an insectivore."
4479,traits,"Regarding the green sea turtle, its shell is formed from the carapace and plastron fused to the ribs and vertebrae."
4480,comparative,"Carcharodon carcharias has a circulatory system that is closed, whereas that of Latrodectus mactans is open."
4481,taxonomy,The west indian ocean coelacanth belongs to the phylum Chordata.
4482,traits,Researchers studying Giraffa camelopardalis have noted that a thick-walled left ventricle generates high arterial pressure to perfuse the brain.
4483,comparative,"Acropora cervicornis exchanges gases through diffusion across the body surface, whereas Carcharodon carcharias uses gills."
4484,comparative,"Unlike Strongylocentrotus purpuratus, which respires through tube feet and peristomial gills, Caenorhabditis elegans respires through diffusion across the cuticle."
4485,comparative,"Schistocerca gregaria is a herbivore, whereas Canis lupus is a carnivore."
4486,comparative,"In contrast to the endothermic Myotis lucifugus, Asterias rubens is ectothermic."
4487,comparative,"Unlike Tursiops truncatus, which is endothermic, Architeuthis dux is ectothermic."
4488,comparative,"Unlike Apis mellifera, whose circulatory system is open, Salmo salar has a circulatory system that is closed."
4489,comparative,"Unlike Petromyzon marinus, which is ectothermic, Carcharodon carcharias is regionally endothermic."
4490,comparative,"Asterias rubens has a circulatory system that is a water vascular system and a reduced hemal system, whereas that of Latimeria chalumnae is closed."
4491,comparative,"Homarus americanus belongs to the phylum Arthropoda, while Osphranter rufus belongs to the phylum Chordata."
4492,comparative,"Aptenodytes forsteri exchanges gases through lungs with air sacs, whereas Architeuthis dux uses gills."
4493,comparative,"Ophiophagus hannah has bilateral symmetry, whereas Acropora cervicornis has radial symmetry."
4494,traits,Researchers studying Pan troglodytes have noted that it has opposable thumbs and opposable big toes.
4495,comparative,"Unlike Struthio camelus, which excretes uric acid, Latrodectus mactans excretes guanine and uric acid."
4496,comparative,"Unlike Lumbricus terrestris, which respires through the moist body surface, Crocodylus niloticus respires through lungs."
4497,comparative,"Unlike Schistocerca gregaria, which respires through a tracheal system, Latimeria chalumnae respires through gills."
4498,physiology,"In Asterias rubens, circulation is a water vascular system and a reduced hemal system."
4499,comparative,"While Homarus americanus is a scavenger and predator, Ambystoma mexicanum is a carnivore."
4500,comparative,"Aurelia aurita exchanges gases through diffusion across the body surface, whereas Ophiophagus hannah uses lungs."
4501,comparative,"Unlike Archilochus colubris, which is endothermic, Schistocerca gregaria is ectothermic."
4502,comparative,"Unlike Octopus vulgaris, which is ectothermic, Falco peregrinus is endothermic."
4503,taxonomy,"Within the class Sarcopterygii, Latimeria chalumnae belongs to the order Coelacanthiformes."
4504,physiology,Panthera leo eliminates nitrogen primarily as urea.
4505,concepts,"From a zoological perspective, arthropods are the most species-rich animal phylum."
4506,comparative,"While Crocodylus niloticus is a carnivore, Euplectella aspergillum is a filter feeder."
4507,comparative,"Balaenoptera musculus is endothermic, whereas Ophiophagus hannah is ectothermic."
4508,comparative,"While Lithobates catesbeianus is a carnivore, Cornu aspersum is a herbivore."
4509,taxonomy,Hippocampus abdominalis is the binomial name for the big-belly seahorse.
4510,traits,Researchers studying Canis lupus have noted that its olfactory epithelium contains far more receptor cells than that of humans.
4511,comparative,"Unlike Schmidtea mediterranea, which excretes ammonia, Lumbricus terrestris excretes ammonia and urea."
4512,comparative,"Unlike Danaus plexippus, which is a herbivore, Hydra viridissima is a carnivore."
4513,comparative,"Chelonia mydas has a circulatory system that is closed, whereas that of Schistocerca gregaria is open."
4514,comparative,"Ursus maritimus excretes nitrogen mainly as urea, whereas Euplectella aspergillum excretes it mainly as ammonia."
4515,comparative,"Unlike Loxodonta africana, whose circulatory system is closed, Cornu aspersum has a circulatory system that is open."
4516,concepts,"As a general principle, the diaphragm is a sheet of skeletal muscle that drives inspiration in mammals."
4517,ecology,The typical habitat of Architeuthis dux is deep ocean.
4518,comparative,"While Rhinella marina is a generalist predator, Aurelia aurita is a carnivore."
4519,comparative,"Limulus polyphemus has a circulatory system that is open, whereas that of Tursiops truncatus is closed."
4520,comparative,"Unlike Struthio camelus, which respires through lungs with air sacs, Pan troglodytes respires through lungs."
4521,comparative,"Unlike Homarus americanus, whose circulatory system is open, Balaenoptera musculus has a circulatory system that is closed."
4522,comparative,"Loxodonta africana has bilateral symmetry, whereas Acropora cervicornis has radial symmetry."
4523,comparative,"Mus musculus is endothermic, whereas Cornu aspersum is ectothermic."
4524,concepts,"In animal biology, a hydrostatic skeleton consists of a fluid-filled cavity surrounded by muscles."
4525,concepts,"From a zoological perspective, positive feedback loops amplify a physiological response, as occurs during childbirth in mammals."
4526,comparative,"Unlike Euplectella aspergillum, which is a filter feeder, Limulus polyphemus is a carnivore."
4527,comparative,"Myotis lucifugus is an insectivore, whereas Ornithorhynchus anatinus is a carnivore."
4528,comparative,"Unlike Schistocerca gregaria, which respires through a tracheal system, Osphranter rufus respires through lungs."
4529,concepts,"Incomplete metamorphosis in insects proceeds through egg, nymph, and adult stages."
4530,comparative,"Struthio camelus excretes nitrogen mainly as uric acid, whereas Lumbricus terrestris excretes it mainly as ammonia and urea."
4531,comparative,"Unlike Struthio camelus, which excretes uric acid, Danio rerio excretes ammonia."
4532,traits,Researchers studying Gallus gallus have noted that its muscular gizzard grinds food with the aid of swallowed grit.
4533,taxonomy,Hirudo medicinalis is classified in the class Clitellata.
4534,comparative,"Drosophila melanogaster is ectothermic, whereas Balaenoptera musculus is endothermic."
4535,comparative,"Osphranter rufus excretes nitrogen mainly as urea, whereas Rhinella marina excretes it mainly as urea as an adult."
4536,traits,A notable feature of the emperor penguin is that its wings are modified into stiff flippers for underwater propulsion.
4537,comparative,"Struthio camelus has a circulatory system that is closed, whereas that of Asterias rubens is a water vascular system and a reduced hemal system."
4538,concepts,"From a zoological perspective, the binomial nomenclature system assigns each species a genus name and a specific epithet."
4539,comparative,"While Apis mellifera is a herbivore, Ophiophagus hannah is a carnivore."
4540,comparative,"Unlike Cornu aspersum, which respires through a pallial lung formed from the mantle cavity, Limulus polyphemus respires through book gills."
4541,comparative,"While Mus musculus is an omnivore, Hydra viridissima is a carnivore."
4542,comparative,"Unlike Lumbricus terrestris, which is ectothermic, Myotis lucifugus is endothermic."
4543,comparative,"Unlike Ambystoma mexicanum, which respires through external gills, lungs, and skin, Balaenoptera musculus respires through lungs."
4544,comparative,"Carcharodon carcharias is regionally endothermic, whereas Hydra viridissima is ectothermic."
4545,comparative,"Cornu aspersum has asymmetrical due to torsion and coiling symmetry, whereas Architeuthis dux has bilateral symmetry."
4546,morphology,The Venus' flower basket has asymmetrical body symmetry.
4547,concepts,"As a general principle, aposematic coloration warns predators that an animal is toxic or distasteful."
4548,comparative,"Unlike Acropora cervicornis, which is ectothermic, Ornithorhynchus anatinus is endothermic."
4549,comparative,"Mytilus edulis is a suspension feeder, whereas Octopus vulgaris is a carnivore."
4550,morphology,The desert locust has bilateral body symmetry.
4551,comparative,"Homarus americanus is a scavenger and predator, whereas Lumbricus terrestris is a detritivore."
4552,comparative,"Acropora cervicornis is ectothermic, whereas Pan troglodytes is endothermic."
4553,taxonomy,"Within the class Mammalia, Ornithorhynchus anatinus belongs to the order Monotremata."
4554,comparative,"In contrast to the ectothermic Drosophila melanogaster, Struthio camelus is endothermic."
4555,taxonomy,Rhinella marina is classified in the class Amphibia.
4556,comparative,"Unlike Lumbricus terrestris, which respires through the moist body surface, Hypsibius exemplaris respires through diffusion across the body surface."
4557,comparative,"Unlike Aptenodytes forsteri, which is endothermic, Salmo salar is ectothermic."
4558,concepts,Endothermic animals generate most of their body heat through metabolic processes.
4559,comparative,"Hypsibius exemplaris is a herbivore, whereas Rhinella marina is a generalist predator."
4560,reproduction,Reproduction in the southern black widow is oviparous.
4561,comparative,"Unlike Rhinella marina, whose circulatory system is closed, Apis mellifera has a circulatory system that is open."
4562,comparative,"While Lumbricus terrestris is a detritivore, Euplectella aspergillum is a filter feeder."
4563,comparative,"Unlike Giraffa camelopardalis, which is a herbivore, Lumbricus terrestris is a detritivore."
4564,comparative,"Gallus gallus has bilateral symmetry, whereas Euplectella aspergillum has asymmetrical symmetry."
4565,concepts,"As a general principle, diploblastic animals develop from two germ layers, the ectoderm and the endoderm."
4566,comparative,"Unlike Strongylocentrotus purpuratus, which respires through tube feet and peristomial gills, Lumbricus terrestris respires through the moist body surface."
4567,comparative,"Hirudo medicinalis exchanges gases through the body surface, whereas Carcharodon carcharias uses gills."
4568,morphology,The king cobra has bilateral body symmetry.
4569,comparative,"Gallus gallus has bilateral symmetry, whereas Asterias rubens has pentaradial as an adult and bilateral as a larva symmetry."
4570,comparative,"Pan troglodytes has bilateral symmetry, whereas Acropora cervicornis has radial symmetry."
4571,comparative,"In contrast to the endothermic Aptenodytes forsteri, Octopus vulgaris is ectothermic."
4572,comparative,"Unlike Mytilus edulis, which is ectothermic, Loxodonta africana is endothermic."
4573,traits,"Researchers studying Hirudo medicinalis have noted that its saliva contains hirudin, an anticoagulant that inhibits thrombin."
4574,comparative,"Gallus gallus has a circulatory system that is closed, whereas that of Mytilus edulis is open."
4575,comparative,"In contrast to the endothermic Canis lupus, Cornu aspersum is ectothermic."
4576,comparative,"Danio rerio is an omnivore, whereas Asterias rubens is a carnivore."
4577,concepts,"In comparative physiology, all chordates possess a notochord, a dorsal hollow nerve cord, pharyngeal slits, and a post-anal tail at some stage of development."
4578,comparative,"Latrodectus mactans exchanges gases through book lungs and tracheae, whereas Octopus vulgaris uses gills."
4579,traits,"Researchers studying Iguana iguana have noted that it uses behavioral thermoregulation, basking to raise its body temperature."
4580,physiology,"The circulatory system of the great white shark is closed, with a two-chambered heart."
4581,taxonomy,"Within the class Mammalia, Giraffa camelopardalis belongs to the order Artiodactyla."
4582,comparative,"Euplectella aspergillum is a filter feeder, whereas Cornu aspersum is a herbivore."
4583,comparative,"Unlike Petromyzon marinus, which is ectothermic, Gallus gallus is endothermic."
4584,comparative,"Latimeria chalumnae is ectothermic, whereas Ornithorhynchus anatinus is endothermic."
4585,comparative,"Drosophila melanogaster has a circulatory system that is open, whereas that of Danio rerio is closed."
4586,comparative,"Unlike Aurelia aurita, which excretes ammonia, Aptenodytes forsteri excretes uric acid."
4587,comparative,"Latrodectus mactans is a carnivore, whereas Rhinella marina is a generalist predator."
4588,comparative,"Unlike Iguana iguana, which is a herbivore, Falco peregrinus is a carnivore."
4589,comparative,"Pan troglodytes exchanges gases through lungs, whereas Mytilus edulis uses gills."
4590,summary,"The polar bear is a endothermic member of the class Mammalia whose circulatory system is closed, with a four-chambered heart."
4591,comparative,"Aurelia aurita exchanges gases through diffusion across the body surface, whereas Caenorhabditis elegans uses diffusion across the cuticle."
4592,comparative,"Hirudo medicinalis exchanges gases through the body surface, whereas Ornithorhynchus anatinus uses lungs."
4593,comparative,"Unlike Pan troglodytes, which excretes urea, Limulus polyphemus excretes ammonia."
4594,comparative,"While Euplectella aspergillum is a filter feeder, Hippocampus abdominalis is a carnivore."
4595,concepts,"From a zoological perspective, sponges are generally considered among the earliest-diverging animal lineages."
4596,comparative,"Homarus americanus excretes nitrogen mainly as ammonia, whereas Lithobates catesbeianus excretes it mainly as urea as an adult and ammonia as a larva."
4597,comparative,"Unlike Tursiops truncatus, which is endothermic, Apis mellifera is ectothermic."
4598,physiology,Aptenodytes forsteri respires using lungs with air sacs.
4599,comparative,"Lumbricus terrestris exchanges gases through the moist body surface, whereas Schistocerca gregaria uses a tracheal system."
4600,traits,A notable feature of the West Indian Ocean coelacanth is that it has fleshy lobed fins supported by bones homologous to tetrapod limb bones.
4601,comparative,"Unlike Canis lupus, which respires through lungs, Drosophila melanogaster respires through a tracheal system."
4602,comparative,"Octopus vulgaris excretes nitrogen mainly as ammonia, whereas Aptenodytes forsteri excretes it mainly as uric acid."
4603,taxonomy,Hypsibius exemplaris is the binomial name for the tardigrade.
4604,comparative,"Latrodectus mactans is a carnivore, whereas Hypsibius exemplaris is a herbivore."
4605,comparative,"Unlike Crocodylus niloticus, which respires through lungs, Rhinella marina respires through lungs and skin."
4606,comparative,"Tyto alba excretes nitrogen mainly as uric acid, whereas Ambystoma mexicanum excretes it mainly as ammonia and urea."
4607,concepts,"The amniotic egg allowed reptiles, birds, and mammals to reproduce away from water."
4608,comparative,"Unlike Drosophila melanogaster, which respires through a tracheal system, Aptenodytes forsteri respires through lungs with air sacs."
4609,comparative,"Unlike Latrodectus mactans, which excretes guanine and uric acid, Loxodonta africana excretes urea."
4610,comparative,"Archilochus colubris exchanges gases through lungs with air sacs, whereas Drosophila melanogaster uses a tracheal system."
4611,comparative,"Unlike Varanus komodoensis, which is a carnivore, Hirudo medicinalis is a hematophage."
4612,comparative,"Unlike Aurelia aurita, which is a carnivore, Acropora cervicornis is a mixotroph."
4613,comparative,"Unlike Myotis lucifugus, which excretes urea, Hirudo medicinalis excretes ammonia."
4614,summary,"The common fruit fly is a ectothermic member of the class Insecta whose circulatory system is open, with hemolymph pumped by a dorsal vessel."
4615,comparative,"Unlike Schistocerca gregaria, which excretes uric acid, Loxodonta africana excretes urea."
4616,comparative,"Unlike Euplectella aspergillum, which is a filter feeder, Tursiops truncatus is a carnivore."
4617,comparative,"Unlike Danio rerio, whose circulatory system is closed, Hypsibius exemplaris has a circulatory system that is open."
4618,comparative,"Unlike Archilochus colubris, which respires through lungs with air sacs, Aurelia aurita respires through diffusion across the body surface."
4619,reproduction,"The reproductive mode of Mus musculus can be described as viviparous, with a gestation period of about 19 to 21 days."
4620,concepts,"As a general principle, in protostomes, the blastopore typically develops into the mouth."
4621,comparative,"Unlike Homarus americanus, which is a scavenger and predator, Ophiophagus hannah is a carnivore."
4622,comparative,"Lumbricus terrestris belongs to the phylum Annelida, while Strongylocentrotus purpuratus belongs to the phylum Echinodermata."
4623,comparative,"Drosophila melanogaster is a saprophage, whereas Hirudo medicinalis is a hematophage."
4624,comparative,"Unlike Latrodectus mactans, whose circulatory system is open, Lithobates catesbeianus has a circulatory system that is closed."
4625,comparative,"Unlike Schistocerca gregaria, which excretes uric acid, Osphranter rufus excretes urea."
4626,physiology,Hypsibius exemplaris respires using diffusion across the body surface.
4627,comparative,"Unlike Caenorhabditis elegans, which respires through diffusion across the cuticle, Architeuthis dux respires through gills."
4628,comparative,"Chelonia mydas exchanges gases through lungs, whereas Petromyzon marinus uses gills."
4629,comparative,"Ornithorhynchus anatinus has bilateral symmetry, whereas Asterias rubens has pentaradial as an adult and bilateral as a larva symmetry."
4630,comparative,"Tyto alba has a circulatory system that is closed, whereas that of Limulus polyphemus is open."
4631,comparative,"Unlike Danio rerio, which respires through gills, Aurelia aurita respires through diffusion across the body surface."
