id,category,sentence
2206,calculations,"A company with 455 million shares outstanding at a price of 4.66 pounds has a market capitalization of about 2,120.3 million pounds."
2207,instruments,A key feature of a real estate investment trust is that it is often required to distribute a large share of its taxable income to shareholders.
2208,instruments,"In terms of risk, a futures contract carries high risk due to leverage."
2209,concepts,"In finance, compound interest is interest calculated on both the initial principal and the accumulated interest."
2210,calculations,"An investment of 19,000 euros at 1% annual interest compounded annually grows to about 20,987.82 euros after 10 years."
2211,calculations,"Discounting 18,000 dollars due in 7 years at an annual rate of 4% gives a present value of approximately 13,678.52 dollars."
2212,calculations,A nominal interest rate of 7% combined with 3% inflation implies a real interest rate of approximately 3.88%.
2213,calculations,Net income of 151 million euros divided by 348 million shares gives earnings per share of 0.43 euros.
2214,calculations,Net income of 925 million euros divided by 100 million shares gives earnings per share of 9.25 euros.
2215,instruments,A key feature of an exchange-traded fund is that many are designed to track a market index passively.
2216,comparative,"A zero-coupon bond is a debt security, whereas a certificate of deposit is a time deposit."
2217,comparative,"An exchange-traded fund is a pooled investment vehicle, whereas a certificate of deposit is a time deposit."
2218,calculations,"A company with 727 million shares outstanding at a price of 74.76 euros has a market capitalization of about 54,350.5 million euros."
2219,instruments,A forward contract is typically traded over the counter.
2220,calculations,"A company with current assets of 3,170 thousand euros and current liabilities of 3,100 thousand euros has a current ratio of 1.02."
2221,calculations,"Simple interest on 8,250 euros at 2% for 8 years amounts to 1,320.00 euros."
2222,comparative,"The return on a zero-coupon bond comes from the difference between the purchase price and face value, while the return on a certificate of deposit comes from fixed interest."
2223,instruments,"Regarding liquidity, a call option offers variable liquidity."
2224,calculations,"If revenue changes from 7,600 to 8,975 thousand euros, the percentage change is +18.1%."
2225,comparative,"A corporate bond is a debt security, whereas a mutual fund is a pooled investment vehicle."
2226,calculations,"A company with 208 million shares outstanding at a price of 155.77 euros has a market capitalization of about 32,400.2 million euros."
2227,calculations,"A company with 917 million shares outstanding at a price of 370.25 pounds has a market capitalization of about 339,519.2 million pounds."
2228,concepts,"As a general principle, Know your customer procedures require financial institutions to verify the identity of their clients."
2229,comparative,"The return on a call option comes from payoff when the underlying price rises above the strike price, while the return on a treasury bill comes from the discount between the purchase price and face value."
2230,comparative,"A futures contract is a derivative, whereas a money market fund is a pooled investment vehicle."
2231,calculations,"The monthly payment on a 5-year amortizing loan of 310,000 euros at 5% annual interest is approximately 5,850.08 euros."
2232,comparative,"The return on a zero-coupon bond comes from the difference between the purchase price and face value, while the return on a forward contract comes from gains or losses at settlement."
2233,comparative,"A put option is a derivative, whereas a zero-coupon bond is a debt security."
2234,calculations,"An investment of 43,000 euros at 3% annual interest compounded annually grows to about 84,864.22 euros after 23 years."
2235,calculations,A share priced at 263 euros with earnings per share of 6.97 euros has a price-to-earnings ratio of about 37.7.
2236,calculations,"A bond with a face value of 1,000 euros, a 3% annual coupon, and a price of 860 euros has a current yield of about 3.49%. The bond trades at a discount."
2237,calculations,"Simple interest on 1,250 dollars at 4% for 9 years amounts to 450.00 dollars."
2238,concepts,"As a general principle, a central bank manages a country's monetary policy and money supply."
2239,comparative,"The return on a money market fund comes from short-term interest income, while the return on a real estate investment trust comes from rental income distributions and price changes."
2240,concepts,"As a general principle, duration measures the sensitivity of a bond's price to changes in interest rates."
2241,concepts,"From a financial perspective, the consumer price index tracks changes in the price of a basket of consumer goods and services."
2242,instruments,The real estate investment trust is classified as a pooled investment vehicle.
2243,calculations,"If earnings per share are 4.38 dollars and the share price is 300 dollars, the P/E ratio is approximately 68.5."
2244,calculations,An annual dividend of 3.05 pounds on a share priced at 56 pounds gives a dividend yield of 5.45%.
2245,calculations,"Discounting 97,000 euros due in 8 years at an annual rate of 2% gives a present value of approximately 82,788.57 euros."
2246,comparative,"A mutual fund is a pooled investment vehicle, whereas a mortgage-backed security is an asset-backed security."
2247,calculations,"A company with current assets of 2,370 thousand euros and current liabilities of 770 thousand euros has a current ratio of 3.08."
2248,concepts,"As a general principle, The Basel Accords are international standards for bank capital and liquidity regulation."
2249,calculations,"If a 4% coupon bond with a 1,000 euros face value trades at 860 euros, its current yield is approximately 4.65%. The bond trades at a discount."
2250,calculations,A share priced at 265 dollars with earnings per share of 1.46 dollars has a price-to-earnings ratio of about 181.5.
2251,calculations,"A company with 650 million shares outstanding at a price of 120.48 euros has a market capitalization of about 78,312.0 million euros."
2252,concepts,A bull market is a period of generally rising prices.
2253,calculations,"If a 5% coupon bond with a 1,000 pounds face value trades at 1,075 pounds, its current yield is approximately 4.65%. The bond trades at a premium."
2254,calculations,"Simple interest on 18,500 pounds at 2% for 3 years amounts to 1,110.00 pounds."
2255,calculations,Net income of 892 million dollars divided by 248 million shares gives earnings per share of 3.60 dollars.
2256,instruments,"A key feature of a money market fund is that it invests in short-term, high-quality debt instruments."
2257,comparative,"The return on a call option comes from payoff when the underlying price rises above the strike price, while the return on a zero-coupon bond comes from the difference between the purchase price and face value."
2258,calculations,Net income of 337 million euros divided by 13 million shares gives earnings per share of 25.92 euros.
2259,instruments,The return on an exchange-traded fund comes from distributions and price changes.
2260,calculations,"A company with current assets of 540 thousand pounds and current liabilities of 4,110 thousand pounds has a current ratio of 0.13."
2261,calculations,"If a 2% coupon bond with a 1,000 euros face value trades at 1,045 euros, its current yield is approximately 1.91%. The bond trades at a premium."
2262,calculations,"Simple interest on 6,750 pounds at 5% for 2 years amounts to 675.00 pounds."
2263,ratios,"To compute the earnings per share, divide as follows: net income available to common shareholders divided by the weighted average number of common shares outstanding."
2264,calculations,"If a 5% coupon bond with a 1,000 euros face value trades at 1,100 euros, its current yield is approximately 4.55%. The bond trades at a premium."
2265,calculations,Net income of 368 million dollars divided by 359 million shares gives earnings per share of 1.03 dollars.
2266,comparative,"A treasury bill is a money market instrument, whereas a money market fund is a pooled investment vehicle."
2267,calculations,A share priced at 297 pounds with earnings per share of 5.48 pounds has a price-to-earnings ratio of about 54.2.
2268,comparative,"The return on a real estate investment trust comes from rental income distributions and price changes, while the return on a corporate bond comes from periodic coupon payments."
2269,calculations,"If a 3% coupon bond with a 1,000 euros face value trades at 1,105 euros, its current yield is approximately 2.71%. The bond trades at a premium."
2270,concepts,"In finance, market makers provide liquidity by quoting both bid and ask prices."
2271,calculations,"A bond with a face value of 1,000 dollars, a 7% annual coupon, and a price of 995 dollars has a current yield of about 7.04%. The bond trades at a discount."
2272,calculations,"An investment of 30,000 euros at 1% annual interest compounded annually grows to about 35,529.13 euros after 17 years."
2273,concepts,"From a financial perspective, fractional reserve banking allows banks to lend out a portion of their deposits."
2274,calculations,"The present value of 15,000 pounds received in 1 years, discounted at 6% per year, is about 14,150.94 pounds."
2275,instruments,A key feature of a money market fund is that it aims to preserve capital while providing liquidity.
2276,calculations,"If a 6% coupon bond with a 1,000 pounds face value trades at 965 pounds, its current yield is approximately 6.22%. The bond trades at a discount."
2277,calculations,An annual dividend of 9.00 pounds on a share priced at 185 pounds gives a dividend yield of 4.86%.
2278,instruments,"In terms of risk, a put option carries high risk for the buyer, whose maximum loss is the premium."
2279,calculations,A share priced at 294 dollars with earnings per share of 12.35 dollars has a price-to-earnings ratio of about 23.8.
2280,calculations,"An investment of 9,000 euros at 7% annual interest compounded annually grows to about 21,688.61 euros after 13 years."
2281,calculations,"A company with net income of 16,300,000 euros and average equity of 246,500,000 euros has a return on equity of 6.6%."
2282,calculations,"Discounting 23,000 euros due in 14 years at an annual rate of 5% gives a present value of approximately 11,616.56 euros."
2283,comparative,"The return on an exchange-traded fund comes from distributions and price changes, while the return on a mutual fund comes from distributions and changes in net asset value."
2284,calculations,"At a simple interest rate of 6% per year, a principal of 3,000 dollars earns 1,440.00 dollars in interest over 8 years."
2285,instruments,The return on a money market fund comes from short-term interest income.
2286,concepts,"In economics and finance, a project with a positive net present value is expected to add value to the firm."
2287,calculations,"The present value of 47,000 pounds received in 1 years, discounted at 8% per year, is about 43,518.52 pounds."
2288,calculations,"A bond with a face value of 1,000 euros, a 3% annual coupon, and a price of 1,115 euros has a current yield of about 2.69%. The bond trades at a premium."
2289,calculations,A share priced at 277 euros with earnings per share of 5.68 euros has a price-to-earnings ratio of about 48.8.
2290,concepts,"As a general principle, the yield curve plots the yields of bonds with equal credit quality across different maturities."
2291,calculations,"Discounting 98,000 dollars due in 19 years at an annual rate of 2% gives a present value of approximately 67,270.21 dollars."
2292,calculations,Net income of 137 million dollars divided by 489 million shares gives earnings per share of 0.28 dollars.
2293,calculations,"A company with current assets of 2,440 thousand euros and current liabilities of 190 thousand euros has a current ratio of 12.84."
2294,calculations,"With a nominal return of 3% and inflation of 2%, the real return is about 0.98% using the exact Fisher relation."
2295,comparative,"The return on a certificate of deposit comes from fixed interest, while the return on an interest rate swap comes from net exchanged interest payments."
2296,calculations,Net income of 162 million pounds divided by 102 million shares gives earnings per share of 1.59 pounds.
2297,calculations,"The future value of 36,500 dollars invested for 13 years at a 7% annual rate, compounded yearly, is about 87,959.34 dollars."
2298,calculations,"The present value of 48,000 euros received in 3 years, discounted at 10% per year, is about 36,063.11 euros."
2299,calculations,"Net income of 6,600,000 euros on shareholders' equity of 116,800,000 euros corresponds to a return on equity of about 5.7%."
2300,calculations,"A bond with a face value of 1,000 dollars, a 2% annual coupon, and a price of 915 dollars has a current yield of about 2.19%. The bond trades at a discount."
2301,calculations,"A company with current assets of 100 thousand euros and current liabilities of 1,860 thousand euros has a current ratio of 0.05."
2302,comparative,"An interest rate swap is a derivative, whereas a corporate bond is a debt security."
2303,concepts,"In finance, commercial banks accept deposits and make loans."
2304,comparative,"The return on a preferred stock comes from fixed or floating dividends, while the return on a government bond comes from periodic coupon payments."
2305,calculations,An annual dividend of 6.26 euros on a share priced at 251 euros gives a dividend yield of 2.49%.
2306,concepts,"From a financial perspective, accrual accounting records revenues when earned and expenses when incurred, regardless of cash movements."
2307,calculations,"If revenue changes from 2,650 to 3,535 thousand pounds, the percentage change is +33.4%."
2308,calculations,"Simple interest on 15,000 pounds at 5% for 5 years amounts to 3,750.00 pounds."
2309,instruments,A key feature of a corporate bond is that its yield includes a credit spread over comparable government bonds.
2310,comparative,"The return on a mutual fund comes from distributions and changes in net asset value, while the return on a mortgage-backed security comes from principal and interest payments passed through from borrowers."
2311,calculations,"If a 3% coupon bond with a 1,000 euros face value trades at 1,005 euros, its current yield is approximately 2.99%. The bond trades at a premium."
2312,calculations,"Net income of 6,100,000 dollars on shareholders' equity of 120,300,000 dollars corresponds to a return on equity of about 5.1%."
2313,instruments,"Investors in a call option face high risk for the buyer, whose maximum loss is the premium."
2314,calculations,"A company with 298 million shares outstanding at a price of 434.96 pounds has a market capitalization of about 129,618.1 million pounds."
2315,calculations,"An asset whose price moves from 3,800 to 3,871 euros has a return of +1.9%, excluding income."
2316,concepts,"In economics and finance, diversification reduces portfolio risk by combining assets whose returns are not perfectly correlated."
2317,calculations,"At a simple interest rate of 6% per year, a principal of 17,250 pounds earns 5,175.00 pounds in interest over 5 years."
2318,calculations,"With annual compounding at 4%, 25,500 euros becomes approximately 62,850.25 euros in 23 years."
2319,instruments,A key feature of a certificate of deposit is that early withdrawal usually triggers a penalty.
2320,comparative,"The return on a certificate of deposit comes from fixed interest, while the return on a treasury bill comes from the discount between the purchase price and face value."
2321,concepts,The yield to maturity is the discount rate that equates a bond's price with the present value of its cash flows.
2322,calculations,"Discounting 69,000 dollars due in 5 years at an annual rate of 6% gives a present value of approximately 51,560.81 dollars."
2323,calculations,A share priced at 144 euros with earnings per share of 10.78 euros has a price-to-earnings ratio of about 13.4.
2324,concepts,"From a financial perspective, a market order is executed immediately at the best available price."
2325,calculations,"A bond with a face value of 1,000 dollars, a 7% annual coupon, and a price of 1,050 dollars has a current yield of about 6.67%. The bond trades at a premium."
2326,calculations,Net income of 132 million dollars divided by 349 million shares gives earnings per share of 0.38 dollars.
2327,concepts,"In economics and finance, standard deviation of returns is a common measure of investment volatility."
2328,calculations,"An asset whose price moves from 6,950 to 10,558 euros has a return of +51.9%, excluding income."
2329,calculations,"A company with 830 million shares outstanding at a price of 20.57 dollars has a market capitalization of about 17,073.1 million dollars."
2330,calculations,"A bond with a face value of 1,000 euros, a 7% annual coupon, and a price of 945 euros has a current yield of about 7.41%. The bond trades at a discount."
2331,concepts,"As a general principle, asset allocation is the division of a portfolio among asset classes such as equities, bonds, and cash."
2332,concepts,"From a financial perspective, a bull market is a period of generally rising prices."
2333,calculations,Net income of 359 million pounds divided by 297 million shares gives earnings per share of 1.21 pounds.
2334,concepts,"In economics and finance, currency risk arises when the value of an investment changes because of exchange rate movements."
2335,calculations,"Discounting 94,000 dollars due in 4 years at an annual rate of 4% gives a present value of approximately 80,351.59 dollars."
2336,calculations,"Simple interest on 13,250 euros at 6% for 4 years amounts to 3,180.00 euros."
2337,calculations,"Net income of 18,000,000 pounds on shareholders' equity of 235,900,000 pounds corresponds to a return on equity of about 7.6%."
2338,calculations,"With annual compounding at 8%, 5,500 pounds becomes approximately 23,736.36 pounds in 19 years."
2339,calculations,A nominal interest rate of 8% combined with 1% inflation implies a real interest rate of approximately 6.93%.
2340,instruments,A put option is a derivative.
2341,calculations,A nominal interest rate of 3% combined with 4% inflation implies a real interest rate of approximately -0.96%.
2342,comparative,"A common stock is an equity security, whereas a preferred stock is a hybrid security."
2343,ratios,The days sales outstanding belongs to the family of efficiency metrics.
2344,instruments,A mutual fund is a pooled investment vehicle.
2345,calculations,"A company with 760 million shares outstanding at a price of 302.87 euros has a market capitalization of about 230,181.2 million euros."
2346,calculations,"Simple interest on 3,250 dollars at 2% for 10 years amounts to 650.00 dollars."
2347,instruments,The forward contract is classified as a derivative.
2348,calculations,"The future value of 21,500 euros invested for 23 years at a 2% annual rate, compounded yearly, is about 33,903.33 euros."
2349,calculations,"A bond with a face value of 1,000 pounds, a 7% annual coupon, and a price of 1,080 pounds has a current yield of about 6.48%. The bond trades at a premium."
2350,instruments,"Regarding the exchange-traded fund, an arbitrage mechanism involving authorized participants keeps its price close to its net asset value."
2351,calculations,A nominal interest rate of 5% combined with 6% inflation implies a real interest rate of approximately -0.94%.
2352,comparative,"A convertible bond is a hybrid security, whereas a certificate of deposit is a time deposit."
2353,concepts,"From a financial perspective, liquidity risk is the risk that an asset cannot be sold quickly without a significant price concession."
2354,calculations,"A company with current assets of 320 thousand pounds and current liabilities of 1,180 thousand pounds has a current ratio of 0.27."
2355,calculations,A nominal interest rate of 2% combined with 2% inflation implies a real interest rate of approximately 0.00%.
2356,calculations,"A loan of 230,000 dollars at a 5% annual rate, repaid monthly over 3 years, has a monthly payment of about 6,893.31 dollars."
2357,calculations,"The monthly payment on a 20-year amortizing loan of 310,000 euros at 4% annual interest is approximately 1,878.54 euros."
2358,comparative,"The return on a zero-coupon bond comes from the difference between the purchase price and face value, while the return on a common stock comes from dividends and capital gains."
2359,concepts,"In economics and finance, Beta measures the sensitivity of an asset's returns to movements in the overall market."
2360,comparative,"A common stock is an equity security, whereas a certificate of deposit is a time deposit."
2361,instruments,The common stock is classified as an equity security.
2362,concepts,"As a general principle, gross domestic product measures the total value of goods and services produced in an economy."
2363,calculations,A share priced at 225 euros with earnings per share of 1.00 euros has a price-to-earnings ratio of about 225.0.
2364,calculations,An annual dividend of 0.55 pounds on a share priced at 17 pounds gives a dividend yield of 3.24%.
2365,comparative,"The return on a corporate bond comes from periodic coupon payments, while the return on a certificate of deposit comes from fixed interest."
2366,concepts,A stock index tracks the performance of a selected group of shares.
2367,concepts,"From a financial perspective, the coupon rate is the annual interest payment expressed as a percentage of a bond's face value."
2368,calculations,"A loan of 65,000 dollars at a 2% annual rate, repaid monthly over 30 years, has a monthly payment of about 240.25 dollars."
2369,concepts,"As a general principle, Beta measures the sensitivity of an asset's returns to movements in the overall market."
2370,calculations,"A bond with a face value of 1,000 pounds, a 2% annual coupon, and a price of 955 pounds has a current yield of about 2.09%. The bond trades at a discount."
2371,calculations,"A company with net income of 14,100,000 dollars and average equity of 107,600,000 dollars has a return on equity of 13.1%."
2372,calculations,"A loan of 275,000 dollars at a 3.5% annual rate, repaid monthly over 15 years, has a monthly payment of about 1,965.93 dollars."
2373,calculations,"A company with current assets of 1,010 thousand pounds and current liabilities of 1,700 thousand pounds has a current ratio of 0.59."
2374,calculations,Net income of 921 million euros divided by 320 million shares gives earnings per share of 2.88 euros.
2375,comparative,"A futures contract is a derivative, whereas a common stock is an equity security."
2376,instruments,"In terms of risk, a money market fund carries low risk."
2377,comparative,"A futures contract is a derivative, whereas a convertible bond is a hybrid security."
2378,calculations,"If earnings per share are 14.43 euros and the share price is 180 euros, the P/E ratio is approximately 12.5."
2379,calculations,"Discounting 64,000 dollars due in 2 years at an annual rate of 6% gives a present value of approximately 56,959.77 dollars."
2380,calculations,"A company with 789 million shares outstanding at a price of 378.39 dollars has a market capitalization of about 298,549.7 million dollars."
2381,calculations,"A company with 442 million shares outstanding at a price of 425.14 euros has a market capitalization of about 187,911.9 million euros."
2382,comparative,"The return on an exchange-traded fund comes from distributions and price changes, while the return on a convertible bond comes from coupon payments plus the option to convert into shares."
2383,calculations,An annual dividend of 2.22 euros on a share priced at 188 euros gives a dividend yield of 1.18%.
2384,calculations,"An investment of 32,500 euros at 4.5% annual interest compounded annually grows to about 46,218.27 euros after 8 years."
2385,concepts,"As a general principle, the yield to maturity is the discount rate that equates a bond's price with the present value of its cash flows."
2386,calculations,"An asset whose price moves from 3,300 to 2,562 pounds has a return of -22.4%, excluding income."
2387,ratios,The current ratio measures a company's ability to meet short-term obligations.
2388,calculations,Net income of 567 million dollars divided by 465 million shares gives earnings per share of 1.22 dollars.
2389,concepts,The internal rate of return is the discount rate at which a project's net present value equals zero.
2390,calculations,"A company with 10 million shares outstanding at a price of 214.07 euros has a market capitalization of about 2,140.7 million euros."
2391,comparative,"A put option is a derivative, whereas a mutual fund is a pooled investment vehicle."
2392,calculations,"A company with net income of 3,400,000 dollars and average equity of 62,800,000 dollars has a return on equity of 5.4%."
2393,calculations,"A loan of 45,000 dollars at a 5% annual rate, repaid monthly over 30 years, has a monthly payment of about 241.57 dollars."
2394,calculations,"A company with 69 million shares outstanding at a price of 354.59 dollars has a market capitalization of about 24,466.7 million dollars."
2395,calculations,"A company with 793 million shares outstanding at a price of 45.10 euros has a market capitalization of about 35,764.3 million euros."
2396,calculations,"The future value of 17,000 euros invested for 17 years at a 7% annual rate, compounded yearly, is about 53,699.86 euros."
2397,concepts,"In economics and finance, credit rating agencies assess the creditworthiness of bond issuers."
2398,calculations,"If revenue changes from 1,050 to 1,099 thousand pounds, the percentage change is +4.7%."
2399,concepts,"In finance, standard deviation of returns is a common measure of investment volatility."
2400,calculations,"The future value of 26,500 pounds invested for 27 years at a 2.5% annual rate, compounded yearly, is about 51,616.70 pounds."
2401,calculations,"At a simple interest rate of 3% per year, a principal of 13,750 euros earns 3,712.50 euros in interest over 9 years."
2402,concepts,"The Fisher equation links nominal interest rates, real interest rates, and expected inflation."
2403,calculations,An annual dividend of 7.78 euros on a share priced at 168 euros gives a dividend yield of 4.63%.
2404,calculations,"A bond with a face value of 1,000 pounds, a 4% annual coupon, and a price of 920 pounds has a current yield of about 4.35%. The bond trades at a discount."
2405,calculations,A share priced at 182 dollars with earnings per share of 6.64 dollars has a price-to-earnings ratio of about 27.4.
2406,instruments,"Regarding the government bond, its yield is often used as a benchmark for the risk-free rate."
2407,calculations,Net income of 74 million pounds divided by 260 million shares gives earnings per share of 0.28 pounds.
2408,ratios,The debt-to-equity ratio belongs to the family of leverage metrics.
2409,ratios,The debt-to-equity ratio measures the degree to which a company finances itself with debt relative to equity.
2410,calculations,"An investment of 30,500 pounds at 7% annual interest compounded annually grows to about 165,536.70 pounds after 25 years."
2411,calculations,"Net income of 27,900,000 dollars on shareholders' equity of 195,100,000 dollars corresponds to a return on equity of about 14.3%."
2412,calculations,"With annual compounding at 7%, 43,500 dollars becomes approximately 220,647.96 dollars in 24 years."
2413,calculations,"If earnings per share are 3.46 dollars and the share price is 268 dollars, the P/E ratio is approximately 77.5."
2414,comparative,"A certificate of deposit is a time deposit, whereas a preferred stock is a hybrid security."
2415,instruments,A preferred stock is typically issued by corporations.
2416,calculations,Net income of 445 million euros divided by 275 million shares gives earnings per share of 1.62 euros.
2417,calculations,"A bond with a face value of 1,000 pounds, a 4% annual coupon, and a price of 1,015 pounds has a current yield of about 3.94%. The bond trades at a premium."
2418,calculations,"With a nominal return of 4% and inflation of 2.5%, the real return is about 1.46% using the exact Fisher relation."
2419,calculations,"A company with current assets of 3,820 thousand euros and current liabilities of 3,780 thousand euros has a current ratio of 1.01."
2420,calculations,"The future value of 25,000 pounds invested for 15 years at a 8% annual rate, compounded yearly, is about 79,304.23 pounds."
2421,calculations,"A company with current assets of 2,340 thousand pounds and current liabilities of 2,500 thousand pounds has a current ratio of 0.94."
2422,concepts,"The weighted average cost of capital is the average rate a company pays to finance its assets, weighted by the proportion of debt and equity."
2423,calculations,"At a simple interest rate of 3% per year, a principal of 12,500 pounds earns 3,375.00 pounds in interest over 9 years."
2424,calculations,"Discounting 55,000 euros due in 3 years at an annual rate of 3% gives a present value of approximately 50,332.79 euros."
2425,comparative,"The return on an interest rate swap comes from net exchanged interest payments, while the return on a common stock comes from dividends and capital gains."
2426,comparative,"A common stock is an equity security, whereas a government bond is a debt security."
2427,concepts,"As a general principle, quantitative easing involves a central bank buying financial assets to increase the money supply."
2428,comparative,"A government bond is a debt security, whereas a put option is a derivative."
2429,concepts,"In economics and finance, simple interest is calculated only on the original principal."
2430,calculations,Net income of 390 million dollars divided by 349 million shares gives earnings per share of 1.12 dollars.
2431,concepts,"In finance, fiscal policy refers to government decisions on taxation and public spending."
2432,calculations,"A company with 459 million shares outstanding at a price of 279.15 euros has a market capitalization of about 128,129.8 million euros."
2433,calculations,"A company with net income of 37,300,000 dollars and average equity of 560,600,000 dollars has a return on equity of 6.7%."
2434,calculations,Net income of 669 million pounds divided by 229 million shares gives earnings per share of 2.92 pounds.
2435,calculations,"The present value of 87,000 pounds received in 20 years, discounted at 8% per year, is about 18,665.69 pounds."
2436,ratios,The earnings per share is a profitability ratio.
2437,comparative,"The return on a common stock comes from dividends and capital gains, while the return on an exchange-traded fund comes from distributions and price changes."
2438,calculations,"If a 3% coupon bond with a 1,000 dollars face value trades at 920 dollars, its current yield is approximately 3.26%. The bond trades at a discount."
2439,calculations,"A bond with a face value of 1,000 euros, a 3% annual coupon, and a price of 985 euros has a current yield of about 3.05%. The bond trades at a discount."
2440,comparative,"A convertible bond is a hybrid security, whereas a forward contract is a derivative."
2441,comparative,"A futures contract is a derivative, whereas a mutual fund is a pooled investment vehicle."
2442,concepts,"From a financial perspective, the cash flow statement shows cash flows from operating, investing, and financing activities."
2443,calculations,"An asset whose price moves from 450 to 293 euros has a return of -34.9%, excluding income."
2444,instruments,Investors in a common stock face relatively high risk.
2445,calculations,"The monthly payment on a 3-year amortizing loan of 160,000 dollars at 7% annual interest is approximately 4,940.34 dollars."
2446,comparative,"A mutual fund is a pooled investment vehicle, whereas a common stock is an equity security."
2447,concepts,"From a financial perspective, International Financial Reporting Standards are accounting standards used in many countries, including the European Union."
2448,comparative,"The return on a zero-coupon bond comes from the difference between the purchase price and face value, while the return on a corporate bond comes from periodic coupon payments."
2449,comparative,"The return on a treasury bill comes from the discount between the purchase price and face value, while the return on a call option comes from payoff when the underlying price rises above the strike price."
2450,comparative,"A mutual fund is a pooled investment vehicle, whereas a government bond is a debt security."
2451,concepts,A bond trading above its face value is said to trade at a premium.
2452,comparative,"The return on a treasury bill comes from the discount between the purchase price and face value, while the return on a mutual fund comes from distributions and changes in net asset value."
2453,calculations,Net income of 326 million pounds divided by 205 million shares gives earnings per share of 1.59 pounds.
2454,comparative,"The return on a put option comes from payoff when the underlying price falls below the strike price, while the return on a call option comes from payoff when the underlying price rises above the strike price."
2455,calculations,"A company with net income of 48,500,000 dollars and average equity of 914,800,000 dollars has a return on equity of 5.3%."
2456,calculations,Net income of 943 million dollars divided by 403 million shares gives earnings per share of 2.34 dollars.
2457,calculations,"Discounting 44,000 dollars due in 14 years at an annual rate of 3% gives a present value of approximately 29,089.18 dollars."
2458,calculations,A share priced at 119 dollars with earnings per share of 5.10 dollars has a price-to-earnings ratio of about 23.3.
2459,instruments,"Regarding liquidity, a zero-coupon bond offers variable liquidity."
2460,comparative,"The return on a call option comes from payoff when the underlying price rises above the strike price, while the return on an exchange-traded fund comes from distributions and price changes."
2461,calculations,"At a simple interest rate of 2% per year, a principal of 20,000 dollars earns 800.00 dollars in interest over 2 years."
2462,comparative,"The return on a zero-coupon bond comes from the difference between the purchase price and face value, while the return on a call option comes from payoff when the underlying price rises above the strike price."
2463,calculations,"A company with net income of 23,100,000 euros and average equity of 314,300,000 euros has a return on equity of 7.3%."
2464,calculations,"Discounting 35,000 euros due in 1 years at an annual rate of 5% gives a present value of approximately 33,333.33 euros."
2465,calculations,"A company with 558 million shares outstanding at a price of 146.29 euros has a market capitalization of about 81,629.8 million euros."
2466,calculations,A share priced at 72 pounds with earnings per share of 4.27 pounds has a price-to-earnings ratio of about 16.9.
2467,comparative,"The return on a treasury bill comes from the discount between the purchase price and face value, while the return on a mortgage-backed security comes from principal and interest payments passed through from borrowers."
2468,concepts,"As a general principle, The Sharpe ratio measures excess return per unit of total risk."
2469,calculations,"Simple interest on 18,500 pounds at 6% for 1 years amounts to 1,110.00 pounds."
2470,comparative,"A preferred stock is a hybrid security, whereas a zero-coupon bond is a debt security."
2471,calculations,A share priced at 157 pounds with earnings per share of 14.40 pounds has a price-to-earnings ratio of about 10.9.
2472,concepts,Duration measures the sensitivity of a bond's price to changes in interest rates.
2473,comparative,"The return on a mortgage-backed security comes from principal and interest payments passed through from borrowers, while the return on a certificate of deposit comes from fixed interest."
2474,comparative,"A treasury bill is a money market instrument, whereas a zero-coupon bond is a debt security."
2475,calculations,An annual dividend of 4.82 pounds on a share priced at 270 pounds gives a dividend yield of 1.79%.
2476,calculations,"A company with net income of 32,200,000 dollars and average equity of 281,000,000 dollars has a return on equity of 11.5%."
2477,calculations,"The present value of 93,000 dollars received in 18 years, discounted at 4% per year, is about 45,907.42 dollars."
2478,calculations,"At a simple interest rate of 2% per year, a principal of 6,000 dollars earns 360.00 dollars in interest over 3 years."
2479,calculations,"A company with current assets of 3,390 thousand pounds and current liabilities of 3,890 thousand pounds has a current ratio of 0.87."
2480,calculations,A nominal interest rate of 6% combined with 5% inflation implies a real interest rate of approximately 0.95%.
2481,calculations,"An asset whose price moves from 7,900 to 5,178 euros has a return of -34.5%, excluding income."
2482,calculations,"If earnings per share are 14.01 dollars and the share price is 210 dollars, the P/E ratio is approximately 15.0."
2483,calculations,"A loan of 130,000 pounds at a 2% annual rate, repaid monthly over 5 years, has a monthly payment of about 2,278.61 pounds."
2484,concepts,"As a general principle, counterparty risk is the risk that the other party in a transaction defaults on its obligations."
2485,comparative,"A forward contract is a derivative, whereas an exchange-traded fund is a pooled investment vehicle."
2486,ratios,Analysts use the quick ratio to assess short-term liquidity without relying on the sale of inventory.
2487,ratios,The operating margin measures the share of revenue remaining after operating expenses.
2488,calculations,"At a simple interest rate of 6% per year, a principal of 6,000 euros earns 3,240.00 euros in interest over 9 years."
2489,calculations,"At a simple interest rate of 4% per year, a principal of 12,500 euros earns 3,000.00 euros in interest over 6 years."
2490,instruments,"In terms of risk, a corporate bond carries moderate risk that depends on the issuer's credit rating."
2491,comparative,"An exchange-traded fund is a pooled investment vehicle, whereas a forward contract is a derivative."
2492,calculations,"The monthly payment on a 10-year amortizing loan of 105,000 dollars at 3% annual interest is approximately 1,013.89 dollars."
2493,calculations,An annual dividend of 2.46 euros on a share priced at 10 euros gives a dividend yield of 24.60%.
2494,calculations,"The monthly payment on a 20-year amortizing loan of 110,000 dollars at 3% annual interest is approximately 610.06 dollars."
